window_start,window_end,packets,bytes,duration,avg_pkt_size,throughput,pkt_rate,class
1693899670.966343,1693899671.966343,1,144,1.000000,144.0,144,1,instant-message
1693899671.966343,1693899672.966343,6,6000,1.000000,1000.0,6E+3,6,instant-message
1693899672.966343,1693899673.966343,2,124,1.000000,62.0,124,2,instant-message
1693899673.966343,1693899674.966343,1,131,1.000000,131.0,131,1,instant-message
1693899674.966343,1693899675.966343,18,5251,1.000000,291.72222222222223,5251,18,instant-message
1693899675.966343,1693899676.966343,3,570,1.000000,190.0,5.7E+2,3,instant-message
1693899677.966343,1693899678.966343,4,336,1.000000,84.0,336,4,instant-message
1693899678.966343,1693899679.966343,7,795,1.000000,113.57142857142857,795,7,instant-message
1693899679.966343,1693899680.966343,4,644,1.000000,161.0,644,4,instant-message
1693899680.966343,1693899681.966343,1,144,1.000000,144.0,144,1,instant-message
1693899681.966343,1693899682.966343,7,6162,1.000000,880.2857142857143,6162,7,instant-message
1693899682.966343,1693899683.966343,2,426,1.000000,213.0,426,2,instant-message
1693899683.966343,1693899684.966343,1,131,1.000000,131.0,131,1,instant-message
1693899685.966343,1693899686.966343,5,388,1.000000,77.6,388,5,instant-message
1693899687.966343,1693899688.966343,2,426,1.000000,213.0,426,2,instant-message
1693899688.966343,1693899689.966343,2,278,1.000000,139.0,278,2,instant-message
1693899689.966343,1693899690.966343,2,128,1.000000,64.0,128,2,instant-message
1693899690.966343,1693899691.966343,5,392,1.000000,78.4,392,5,instant-message
1693899691.966343,1693899692.966343,8,4348,1.000000,543.5,4348,8,instant-message
1693899693.966343,1693899694.966343,1,131,1.000000,131.0,131,1,instant-message
1693899694.966343,1693899695.966343,2,426,1.000000,213.0,426,2,instant-message
1693899695.966343,1693899696.966343,6,1378,1.000000,229.66666666666666,1378,6,instant-message
1693899696.966343,1693899697.966343,6,576,1.000000,96.0,576,6,instant-message
1693899697.966343,1693899698.966343,86,16012,1.000000,186.1860465116279,16012,86,instant-message
1693899698.966343,1693899699.966343,3,557,1.000000,185.66666666666666,557,3,instant-message
1693899700.966343,1693899701.966343,2,218,1.000000,109.0,218,2,instant-message
1693899701.966343,1693899702.966343,10,5076,1.000000,507.6,5076,1E+1,instant-message
1693899702.966343,1693899703.966343,2,128,1.000000,64.0,128,2,instant-message
1693899703.966343,1693899704.966343,11,1205,1.000000,109.54545454545455,1205,11,instant-message
1693899704.966343,1693899705.966343,3,271,1.000000,90.33333333333333,271,3,instant-message
1693899705.966343,1693899706.966343,2,206,1.000000,103.0,206,2,instant-message
1693899707.966343,1693899708.966343,2,124,1.000000,62.0,124,2,instant-message
1693899708.966343,1693899709.966343,1,131,1.000000,131.0,131,1,instant-message
1693899709.966343,1693899710.966343,1,60,1.000000,60.0,6E+1,1,instant-message
1693899710.966343,1693899711.966343,31,5059,1.000000,163.19354838709677,5059,31,instant-message
1693899711.966343,1693899712.966343,108,52902,1.000000,489.8333333333333,52902,108,instant-message
1693899713.966343,1693899714.966343,4,603,1.000000,150.75,603,4,instant-message
1693899714.966343,1693899715.966343,50,15096,1.000000,301.92,15096,5E+1,instant-message
1693899715.966343,1693899716.966343,7,498,1.000000,71.14285714285714,498,7,instant-message
1693899717.966343,1693899718.966343,1,46,1.000000,46.0,46,1,instant-message
1693899718.966343,1693899719.966343,4,603,1.000000,150.75,603,4,instant-message
1693899720.966343,1693899721.966343,1,144,1.000000,144.0,144,1,instant-message
1693899721.966343,1693899722.966343,10,6640,1.000000,664.0,6.64E+3,1E+1,instant-message
1693899722.966343,1693899723.966343,4,356,1.000000,89.0,356,4,instant-message
1693899723.966343,1693899724.966343,85,25910,1.000000,304.8235294117647,2.591E+4,85,instant-message
1693899724.966343,1693899725.966343,78,21351,1.000000,273.7307692307692,21351,78,instant-message
1693899725.966343,1693899726.966343,17,3399,1.000000,199.94117647058823,3399,17,instant-message
1693899726.966343,1693899727.966343,16,1309,1.000000,81.8125,1309,16,instant-message
1693899728.966343,1693899729.966343,25,2809,1.000000,112.36,2809,25,instant-message
1693899729.966343,1693899730.966343,20,2334,1.000000,116.7,2334,2E+1,instant-message
