window_start,window_end,packets,bytes,duration,avg_pkt_size,throughput,pkt_rate,class
1693897099.195161,1693897100.195161,2264,1206834,1.000000,533.053886925795,1206834,2264,network-storage
1693897100.195161,1693897101.195161,2569,1841867,1.000000,716.9587388088751,1841867,2569,network-storage
1693897101.195161,1693897102.195161,889,277510,1.000000,312.1597300337458,2.7751E+5,889,network-storage
1693897102.195161,1693897103.195161,424,100889,1.000000,237.94575471698113,100889,424,network-storage
1693897103.195161,1693897104.195161,353,87538,1.000000,247.9830028328612,87538,353,network-storage
1693897104.195161,1693897105.195161,396,107455,1.000000,271.3510101010101,107455,396,network-storage
1693897105.195161,1693897106.195161,541,260777,1.000000,482.02772643253235,260777,541,network-storage
1693897106.195161,1693897107.195161,172,41497,1.000000,241.26162790697674,41497,172,network-storage
1693897107.195161,1693897108.195161,193,58440,1.000000,302.7979274611399,5.844E+4,193,network-storage
1693897108.195161,1693897109.195161,407,184710,1.000000,453.8329238329238,1.8471E+5,407,network-storage
1693897109.195161,1693897110.195161,420,209242,1.000000,498.1952380952381,209242,4.2E+2,network-storage
1693897110.195161,1693897111.195161,188,95203,1.000000,506.3989361702128,95203,188,network-storage
1693897111.195161,1693897112.195161,172,84536,1.000000,491.48837209302326,84536,172,network-storage
1693897112.195161,1693897113.195161,624,323155,1.000000,517.8766025641025,323155,624,network-storage
1693897113.195161,1693897114.195161,153,83124,1.000000,543.2941176470588,83124,153,network-storage
1693897114.195161,1693897115.195161,153,81936,1.000000,535.5294117647059,81936,153,network-storage
1693897115.195161,1693897116.195161,3868,3682256,1.000000,951.9793174767321,3682256,3868,network-storage
1693897116.195161,1693897117.195161,161,84704,1.000000,526.111801242236,84704,161,network-storage
1693897117.195161,1693897118.195161,189,97879,1.000000,517.8783068783068,97879,189,network-storage
1693897118.195161,1693897119.195161,147,82480,1.000000,561.0884353741496,8.248E+4,147,network-storage
1693897119.195161,1693897120.195161,355,124320,1.000000,350.19718309859155,1.2432E+5,355,network-storage
1693897120.195161,1693897121.195161,256,119351,1.000000,466.21484375,119351,256,network-storage
1693897121.195161,1693897122.195161,226,108318,1.000000,479.283185840708,108318,226,network-storage
1693897122.195161,1693897123.195161,140,70815,1.000000,505.82142857142856,70815,1.4E+2,network-storage
1693897123.195161,1693897124.195161,134,82075,1.000000,612.5,82075,134,network-storage
1693897124.195161,1693897125.195161,135,81788,1.000000,605.837037037037,81788,135,network-storage
1693897125.195161,1693897126.195161,142,82832,1.000000,583.3239436619718,82832,142,network-storage
1693897126.195161,1693897127.195161,139,80329,1.000000,577.9064748201439,80329,139,network-storage
1693897127.195161,1693897128.195161,135,83905,1.000000,621.5185185185185,83905,135,network-storage
1693897128.195161,1693897129.195161,140,82116,1.000000,586.5428571428571,82116,1.4E+2,network-storage
1693897129.195161,1693897130.195161,193,93782,1.000000,485.91709844559585,93782,193,network-storage
1693897130.195161,1693897131.195161,210,88548,1.000000,421.65714285714284,88548,2.1E+2,network-storage
1693897131.195161,1693897132.195161,164,86052,1.000000,524.7073170731708,86052,164,network-storage
1693897132.195161,1693897133.195161,119,78825,1.000000,662.3949579831933,78825,119,network-storage
1693897133.195161,1693897134.195161,142,82917,1.000000,583.9225352112676,82917,142,network-storage
1693897134.195161,1693897135.195161,141,82001,1.000000,581.5673758865248,82001,141,network-storage
1693897135.195161,1693897136.195161,174,92113,1.000000,529.3850574712644,92113,174,network-storage
1693897136.195161,1693897137.195161,136,81899,1.000000,602.1985294117648,81899,136,network-storage
