window_start,window_end,packets,bytes,duration,avg_pkt_size,throughput,pkt_rate,class
1693898168.251076,1693898169.251076,16,1141,1.000000,71.3125,1141,16,web-browsing
1693898169.251076,1693898170.251076,13,1952,1.000000,150.15384615384616,1952,13,web-browsing
1693898170.251076,1693898171.251076,15,1026,1.000000,68.4,1026,15,web-browsing
1693898171.251076,1693898172.251076,12,818,1.000000,68.16666666666667,818,12,web-browsing
1693898172.251076,1693898173.251076,8,544,1.000000,68.0,544,8,web-browsing
1693898173.251076,1693898174.251076,12,851,1.000000,70.91666666666667,851,12,web-browsing
1693898174.251076,1693898175.251076,88,7950,1.000000,90.3409090909091,7.95E+3,88,web-browsing
1693898175.251076,1693898176.251076,4720,2401776,1.000000,508.85084745762714,2401776,4.72E+3,web-browsing
1693898176.251076,1693898177.251076,8,670,1.000000,83.75,6.7E+2,8,web-browsing
1693898177.251076,1693898178.251076,21,1504,1.000000,71.61904761904762,1504,21,web-browsing
1693898178.251076,1693898179.251076,16,1192,1.000000,74.5,1192,16,web-browsing
1693898179.251076,1693898180.251076,10,808,1.000000,80.8,808,1E+1,web-browsing
1693898180.251076,1693898181.251076,3,243,1.000000,81.0,243,3,web-browsing
1693898181.251076,1693898182.251076,78,5099,1.000000,65.37179487179488,5099,78,web-browsing
1693898182.251076,1693898183.251076,21,1375,1.000000,65.47619047619048,1375,21,web-browsing
1693898183.251076,1693898184.251076,9,651,1.000000,72.33333333333333,651,9,web-browsing
1693898184.251076,1693898185.251076,7,564,1.000000,80.57142857142857,564,7,web-browsing
1693898185.251076,1693898186.251076,12,840,1.000000,70.0,8.4E+2,12,web-browsing
1693898187.251076,1693898188.251076,6,378,1.000000,63.0,378,6,web-browsing
1693898188.251076,1693898189.251076,5,411,1.000000,82.2,411,5,web-browsing
1693898189.251076,1693898190.251076,31,3154,1.000000,101.74193548387096,3154,31,web-browsing
1693898190.251076,1693898191.251076,6,404,1.000000,67.33333333333333,404,6,web-browsing
1693898191.251076,1693898192.251076,10,743,1.000000,74.3,743,1E+1,web-browsing
1693898192.251076,1693898193.251076,9,673,1.000000,74.77777777777777,673,9,web-browsing
1693898193.251076,1693898194.251076,12,876,1.000000,73.0,876,12,web-browsing
1693898194.251076,1693898195.251076,43,2863,1.000000,66.5813953488372,2863,43,web-browsing
1693898195.251076,1693898196.251076,10,700,1.000000,70.0,7E+2,1E+1,web-browsing
1693898196.251076,1693898197.251076,38,4217,1.000000,110.97368421052632,4217,38,web-browsing
1693898197.251076,1693898198.251076,6,398,1.000000,66.33333333333333,398,6,web-browsing
1693898198.251076,1693898199.251076,23,1641,1.000000,71.34782608695652,1641,23,web-browsing
1693898199.251076,1693898200.251076,11,897,1.000000,81.54545454545455,897,11,web-browsing
1693898200.251076,1693898201.251076,18,1208,1.000000,67.11111111111111,1208,18,web-browsing
1693898201.251076,1693898202.251076,2,140,1.000000,70.0,1.4E+2,2,web-browsing
1693898202.251076,1693898203.251076,26,3794,1.000000,145.92307692307693,3794,26,web-browsing
1693898203.251076,1693898204.251076,25,3877,1.000000,155.08,3877,25,web-browsing
1693898204.251076,1693898205.251076,60,5080,1.000000,84.66666666666667,5.08E+3,6E+1,web-browsing
1693898205.251076,1693898206.251076,11,843,1.000000,76.63636363636364,843,11,web-browsing
1693898206.251076,1693898207.251076,10,782,1.000000,78.2,782,1E+1,web-browsing
1693898207.251076,1693898208.251076,2,124,1.000000,62.0,124,2,web-browsing
1693898208.251076,1693898209.251076,95,13077,1.000000,137.65263157894736,13077,95,web-browsing
